Year,Jurisdiction,Month,Area (hectares),Number
2002,Quebec,June,140533.9,84
2002,Quebec,July,872552.3,249
2002,Quebec,August,49.4,164
2002,Quebec,September,119.9,205
2003,Quebec,October,4.5,12
2003,Quebec,April,44.2,39
2003,Quebec,May,7678.5,252
2003,Quebec,June,46095.5,192
2003,Quebec,July,1858.2,78
2003,Quebec,August,32149.8,91
2003,Quebec,September,29.6,52
2004,Quebec,October,11.2,28
2004,Quebec,November,0.0,1
2004,Quebec,April,35.6,32
2004,Quebec,May,72.3,82
2004,Quebec,June,480.5,75
2004,Quebec,July,2308.6,39
2004,Quebec,August,116.0,26
2004,Quebec,September,20.0,36
2005,Quebec,October,0.6,3
2005,Quebec,November,0.1,1
2005,Quebec,April,114.6,104
2005,Quebec,May,576559.6,258
2005,Quebec,June,74758.5,160
2005,Quebec,July,146333.2,431
2005,Quebec,August,827.3,313
2005,Quebec,September,1536.4,104
2006,Quebec,October,32.9,7
2006,Quebec,November,0.0,1
2006,Quebec,March,0.1,1
2006,Quebec,April,64.7,92
2006,Quebec,May,24971.5,106
2006,Quebec,June,102037.1,256
2006,Quebec,July,9226.0,129
2006,Quebec,August,6.7,49
2006,Quebec,September,12.1,42
2007,Quebec,October,30.0,28
2007,Quebec,November,1.8,3
2007,Quebec,April,36.5,37
2007,Quebec,May,83705.7,269
2007,Quebec,June,258704.4,319
2007,Quebec,July,50.0,61
2007,Quebec,August,120.1,192
2007,Quebec,September,33.6,26
2008,Quebec,October,1.7,9
2008,Quebec,November,1.5,2
2008,Quebec,April,59.4,33
2008,Quebec,May,45.7,77
2008,Quebec,June,1168.2,36
2008,Quebec,July,138.6,18
2008,Quebec,August,66.1,35
2008,Quebec,September,0.4,12
2009,Quebec,October,0.0,2
2009,Quebec,November,3.3,7
2009,Quebec,March,0.1,1
2009,Quebec,April,103.4,105
2009,Quebec,May,186.0,94
2009,Quebec,June,91586.5,195
2009,Quebec,July,2042.3,21
2009,Quebec,August,5.5,26
2009,Quebec,September,44.6,32
2010,Quebec,October,0.8,7
2010,Quebec,November,6.5,4
2010,Quebec,March,11.3,11
2010,Quebec,April,61.3,107
2010,Quebec,May,206976.7,251
2010,Quebec,June,107650.3,152
2010,Quebec,July,90.0,89
2010,Quebec,August,78.9,95
2010,Quebec,September,8.0,21
2011,Quebec,October,279.5,25
2011,Quebec,November,2.6,5
2011,Quebec,April,4.4,4
2011,Quebec,May,813.0,62
2011,Quebec,June,6881.9,75
2011,Quebec,July,4249.3,71
2011,Quebec,August,135.6,58
2011,Quebec,September,31.2,29
2012,Quebec,October,5.7,7
2012,Quebec,November,0.8,3
2012,Quebec,March,9.5,14
2012,Quebec,April,102.1,113
2012,Quebec,May,49480.1,180
2012,Quebec,June,13071.3,93
2012,Quebec,July,1337.8,267
2012,Quebec,August,25.7,86
2012,Quebec,September,10.1,32
2013,Quebec,October,5.2,15
2013,Quebec,November,0.0,3
2013,Quebec,April,30.5,64
2013,Quebec,May,171.3,161
2013,Quebec,June,1517966.5,88
2013,Quebec,July,354653.4,135
2013,Quebec,August,9.0,34
2013,Quebec,September,6.3,15
2014,Quebec,October,22.9,5
2014,Quebec,November,1.1,3
2014,Quebec,April,33.3,14
2014,Quebec,May,17423.5,56
2014,Quebec,June,32679.8,72
2014,Quebec,July,12757.3,66
2014,Quebec,August,791.9,65
2014,Quebec,September,10.9,11
2015,Quebec,October,0.3,9
2015,Quebec,November,0.7,2
2015,Quebec,December,0.0,1
2015,Quebec,April,15.3,28
2015,Quebec,May,208.0,212
2015,Quebec,June,2679.9,45
2015,Quebec,July,1877.7,39
2015,Quebec,August,595.4,29
2015,Quebec,September,2.3,19
2016,Quebec,October,3.7,25
2016,Quebec,November,0.0,5
2016,Quebec,December,0.1,1
2016,Quebec,March,0.1,1
2016,Quebec,April,35.1,88
2016,Quebec,May,84.1,120
2016,Quebec,June,3980.9,119
2016,Quebec,July,29031.8,141
2016,Quebec,August,234.4,86
2016,Quebec,September,0.6,16
2017,Quebec,October,29.5,22
2017,Quebec,November,0.0,2
2017,Quebec,April,10.5,25
2017,Quebec,May,311.0,32
2017,Quebec,June,36988.6,77
2017,Quebec,July,930.3,88
2017,Quebec,August,121.1,56
2017,Quebec,September,0.9,15
2018,Quebec,October,1.4,13
2018,Quebec,November,0.0,1
2018,Quebec,April,12.7,12
2018,Quebec,May,170.4,188
2018,Quebec,June,63534.7,123
2018,Quebec,July,22505.8,199
2018,Quebec,August,31.0,38
2018,Quebec,September,4.7,18
2019,Quebec,October,0.5,9
2019,Quebec,April,0.1,3
2019,Quebec,May,27.6,53
2019,Quebec,June,5000.8,58
2019,Quebec,July,4549.0,119
2019,Quebec,August,24.5,95
2019,Quebec,September,1.5,20
1990,Saskatchewan,October,51.76,10
1990,Saskatchewan,March,0.02,2
1990,Saskatchewan,April,124.92,18
1990,Saskatchewan,May,689.1663161,103
1990,Saskatchewan,June,17430.36934,275
1990,Saskatchewan,July,36262.83544,130
1990,Saskatchewan,August,161417.1571,314
1990,Saskatchewan,September,79.45,45
1991,Saskatchewan,January,0.02,2
1991,Saskatchewan,October,493.46,31
1991,Saskatchewan,November,3.45,14
1991,Saskatchewan,December,0.08,2
1991,Saskatchewan,March,0.5,1
1991,Saskatchewan,April,4438.4,79
1991,Saskatchewan,May,882.61,127
1991,Saskatchewan,June,713.52,75
1991,Saskatchewan,July,43178.17,111
1991,Saskatchewan,August,148441.32,272
1991,Saskatchewan,September,23.58,48
1992,Saskatchewan,October,228.9,7
1992,Saskatchewan,November,0.02,2
1992,Saskatchewan,March,1.85,3
1992,Saskatchewan,April,663.87,50
1992,Saskatchewan,May,5248.6,103
1992,Saskatchewan,June,48404.86,151
1992,Saskatchewan,July,26474.31,150
1992,Saskatchewan,August,16697.33,215
1992,Saskatchewan,September,36.65,18
1993,Saskatchewan,January,0.12,2
1993,Saskatchewan,October,0.21,3
1993,Saskatchewan,November,0.21,2
1993,Saskatchewan,February,0.01,1
1993,Saskatchewan,March,1010.37,21
1993,Saskatchewan,April,6353.38,47
1993,Saskatchewan,May,352914.02,219
1993,Saskatchewan,June,179581.19,216
1993,Saskatchewan,July,68320.54,82
1993,Saskatchewan,August,3.37,30
1993,Saskatchewan,September,16.42,22
1994,Saskatchewan,January,0.01,1
1994,Saskatchewan,October,14.3,10
1994,Saskatchewan,March,0.25,1
1994,Saskatchewan,April,219.19,28
1994,Saskatchewan,May,1740.24,95
1994,Saskatchewan,June,585282.82,153
1994,Saskatchewan,July,175084.31,74
1994,Saskatchewan,August,64365.01,193
1994,Saskatchewan,September,19313.32,142
1995,Saskatchewan,October,1.2,9
1995,Saskatchewan,November,18.6,3
1995,Saskatchewan,December,0.05,1
1995,Saskatchewan,April,85.13,10
1995,Saskatchewan,May,1125484.31,221
1995,Saskatchewan,June,518604.27,283
1995,Saskatchewan,July,4129.99,85
1995,Saskatchewan,August,99.54,18
1995,Saskatchewan,September,10.8,20
1996,Saskatchewan,January,0.1,1
1996,Saskatchewan,October,0.53,3
1996,Saskatchewan,February,0.01,1
1996,Saskatchewan,April,9.47,6
1996,Saskatchewan,May,526.02,62
1996,Saskatchewan,June,5253.45,123
1996,Saskatchewan,July,6884.13,161
1996,Saskatchewan,August,312.26,53
1996,Saskatchewan,September,1.02,15
1997,Saskatchewan,October,0.14,2
1997,Saskatchewan,April,70.45,10
1997,Saskatchewan,May,1345.17,92
1997,Saskatchewan,June,569.45,52
1997,Saskatchewan,July,1197.25,150
1997,Saskatchewan,August,685.64,168
1997,Saskatchewan,September,8.81,15
1998,Saskatchewan,October,24.61,6
1998,Saskatchewan,December,0.5,1
1998,Saskatchewan,April,5319.95,107
1998,Saskatchewan,May,207488.9,292
1998,Saskatchewan,June,169808.05,216
1998,Saskatchewan,July,201841.59,354
1998,Saskatchewan,August,453815.75,219
1998,Saskatchewan,September,396.87,71
1999,Saskatchewan,October,14.19,7
1999,Saskatchewan,November,32.08,7
1999,Saskatchewan,March,1.0,1
1999,Saskatchewan,April,802.7,51
1999,Saskatchewan,May,24794.86,100
1999,Saskatchewan,June,17383.81,158
1999,Saskatchewan,July,134075.4,252
1999,Saskatchewan,August,3715.8,158
1999,Saskatchewan,September,0.4,6
2000,Saskatchewan,January,0.3,1
2000,Saskatchewan,October,65.51,10
2000,Saskatchewan,March,8.1,3
2000,Saskatchewan,April,1473.19,45
2000,Saskatchewan,May,2227.4,70
2000,Saskatchewan,June,74530.3,137
2000,Saskatchewan,July,57316.57,89
2000,Saskatchewan,August,5162.1,45
2000,Saskatchewan,September,22.6,13
2001,Saskatchewan,January,0.03,3
2001,Saskatchewan,October,1539.46,43
2001,Saskatchewan,February,0.01,1
2001,Saskatchewan,March,0.11,3
2001,Saskatchewan,April,23835.68,120
2001,Saskatchewan,May,12981.85,154
2001,Saskatchewan,June,146380.92,200
2001,Saskatchewan,July,7511.6,114
2001,Saskatchewan,August,10545.47,150
2001,Saskatchewan,September,633.29,68
2002,Saskatchewan,January,0.5,1
2002,Saskatchewan,October,0.01,1
2002,Saskatchewan,February,0.03,3
2002,Saskatchewan,March,0.82,3
2002,Saskatchewan,April,663.15,35
2002,Saskatchewan,May,156593.03,289
2002,Saskatchewan,June,689216.79,345
2002,Saskatchewan,July,33099.18,172
2002,Saskatchewan,August,7.56,20
2002,Saskatchewan,September,28.12,5
2003,Saskatchewan,October,491.7,19
2003,Saskatchewan,April,642.79,46
2003,Saskatchewan,May,10328.79,133
2003,Saskatchewan,June,22176.36,71
2003,Saskatchewan,July,41836.22,219
2003,Saskatchewan,August,49033.76,140
2003,Saskatchewan,September,1154.13,12
2004,Saskatchewan,October,1.8,2
2004,Saskatchewan,November,3.0,1
2004,Saskatchewan,February,20.1,2
2004,Saskatchewan,March,30.0,1
2004,Saskatchewan,April,324.8,19
2004,Saskatchewan,May,315.82,80
2004,Saskatchewan,June,6550.35,26
2004,Saskatchewan,July,246199.01,164
2004,Saskatchewan,August,4633.68,31
2004,Saskatchewan,September,53.05,3
2005,Saskatchewan,October,250.0,1
2005,Saskatchewan,April,567.85,14
2005,Saskatchewan,May,3842.34,72
2005,Saskatchewan,June,40423.64,32
2005,Saskatchewan,July,168588.02,188
2005,Saskatchewan,August,101.45,14
2005,Saskatchewan,September,0.16,2
2006,Saskatchewan,January,11974.04,11
2006,Saskatchewan,October,4.2,3
2006,Saskatchewan,November,37.61,5
2006,Saskatchewan,December,5.57,9
2006,Saskatchewan,February,57922.37,19
2006,Saskatchewan,March,273638.2,7
2006,Saskatchewan,April,87897.62,77
2006,Saskatchewan,May,1708.24,56
2006,Saskatchewan,June,405613.53,203
2006,Saskatchewan,July,32516.1,66
2006,Saskatchewan,August,319933.64,35
2006,Saskatchewan,September,12475.42,9
2007,Saskatchewan,October,0.1,1
2007,Saskatchewan,April,383.36,42
2007,Saskatchewan,May,8735.41,76
2007,Saskatchewan,June,126234.03,76
2007,Saskatchewan,July,76049.07,123
2007,Saskatchewan,August,1471.13,46
2007,Saskatchewan,September,0.02,2
2008,Saskatchewan,October,289.8,12
2008,Saskatchewan,April,1037.82,27
2008,Saskatchewan,May,13013.5,161
2008,Saskatchewan,June,773251.75,264
2008,Saskatchewan,July,314686.85,98
2008,Saskatchewan,August,27878.42,31
2008,Saskatchewan,September,19.09,5
2009,Saskatchewan,November,0.2,1
2009,Saskatchewan,April,399.39,59
2009,Saskatchewan,May,5340.53,193
2009,Saskatchewan,June,31392.92,201
2009,Saskatchewan,July,391.3,11
2009,Saskatchewan,August,9.83,17
2009,Saskatchewan,September,25.2,29
2010,Saskatchewan,October,0.02,1
2010,Saskatchewan,April,1805.36,54
2010,Saskatchewan,May,16556.86,101
2010,Saskatchewan,June,1341275.7,163
2010,Saskatchewan,July,338638.72,189
2010,Saskatchewan,August,36530.52,63
2011,Saskatchewan,October,16.07,12
2011,Saskatchewan,November,0.1,1
2011,Saskatchewan,April,107.15,20
2011,Saskatchewan,May,25756.99,142
2011,Saskatchewan,June,272089.88,67
2011,Saskatchewan,July,18288.0,18
2011,Saskatchewan,August,32.89,15
2011,Saskatchewan,September,27428.91,28
2012,Saskatchewan,October,1.0,1
2012,Saskatchewan,November,0.2,2
2012,Saskatchewan,April,471.9,36
2012,Saskatchewan,May,101471.2,87
2012,Saskatchewan,June,4904.0,38
2012,Saskatchewan,July,117386.8,166
2012,Saskatchewan,August,3230.9,69
2012,Saskatchewan,September,45.5,11
2013,Saskatchewan,October,0.4,4
2013,Saskatchewan,May,16383.6,168
2013,Saskatchewan,June,19283.6,51
2013,Saskatchewan,July,277747.5,46
2013,Saskatchewan,August,48430.0,113
2013,Saskatchewan,September,1992.0,47
2014,Saskatchewan,October,0.4,3
2014,Saskatchewan,April,2.0,5
2014,Saskatchewan,May,15356.16,141
2014,Saskatchewan,June,112072.6,37
2014,Saskatchewan,July,119892.2,111
2014,Saskatchewan,August,95321.82,97
2014,Saskatchewan,September,138.3,9
2015,Saskatchewan,October,11658.10756,11
2015,Saskatchewan,November,0.1,1
2015,Saskatchewan,March,0.1,1
2015,Saskatchewan,April,2013.942452,72
2015,Saskatchewan,May,291831.6047,193
2015,Saskatchewan,June,1318280.962,254
2015,Saskatchewan,July,132677.1507,147
2015,Saskatchewan,August,2266.78148,38
2015,Saskatchewan,September,4.3,6
2016,Saskatchewan,April,1738.6,84
2016,Saskatchewan,May,4640.7,111
2016,Saskatchewan,June,228398.02,124
2016,Saskatchewan,July,19849.58,53
2016,Saskatchewan,August,136.7,22
2016,Saskatchewan,September,0.8,8
2017,Saskatchewan,October,255.0,12
2017,Saskatchewan,March,0.1,1
2017,Saskatchewan,April,13.2,15
2017,Saskatchewan,May,256.1,72
2017,Saskatchewan,June,6.2,15
2017,Saskatchewan,July,39543.5,66
2017,Saskatchewan,August,358410.4,135
2017,Saskatchewan,September,513.2,37
2018,Saskatchewan,October,41.5,6
2018,Saskatchewan,April,423.0,47
2018,Saskatchewan,May,64873.7,174
2018,Saskatchewan,June,56316.5,120
2018,Saskatchewan,July,2906.2,57
2018,Saskatchewan,August,31125.9,28
2018,Saskatchewan,September,10.0,1
2019,Saskatchewan,January,0.0,1
2019,Saskatchewan,October,0.3,3
2019,Saskatchewan,November,0.1,2
2019,Saskatchewan,December,0.1,5
2019,Saskatchewan,April,298.0,41
2019,Saskatchewan,May,1096.3,73
2019,Saskatchewan,June,1822.1,59
2019,Saskatchewan,July,44928.4,58
2019,Saskatchewan,August,8.1,13
2019,Saskatchewan,September,0.2,2
1990,Yukon,October,0.52,2
1990,Yukon,April,0.38,3
1990,Yukon,May,4105.99,15
1990,Yukon,June,145.12,19
1990,Yukon,July,177619.77,69
1990,Yukon,August,931.61,32
1990,Yukon,September,88.53,14
1991,Yukon,April,6.23,8
1991,Yukon,May,105.9,28
1991,Yukon,June,110310.6,109
1991,Yukon,July,9630.36,33
1991,Yukon,August,217.73,9
1992,Yukon,May,8.65,9
1992,Yukon,June,32567.55,26
1992,Yukon,July,5162.91,72
1992,Yukon,August,75.96,9
1993,Yukon,October,0.01,1
1993,Yukon,April,0.01,1
1993,Yukon,May,16.87,21
1993,Yukon,June,36330.64,45
1993,Yukon,July,17759.7,48
1993,Yukon,August,60954.4,10
1993,Yukon,September,42.68,10
1994,Yukon,April,0.12,5
1994,Yukon,May,3.91,16
1994,Yukon,June,74562.58,47
1994,Yukon,July,254867.5,113
1994,Yukon,August,92276.26,73
1994,Yukon,September,0.02,1
1995,Yukon,November,0.01,1
1995,Yukon,March,2.0,1
1995,Yukon,April,317.78,4
1995,Yukon,May,1097.17,31
1995,Yukon,June,252762.53,80
1995,Yukon,July,7199.26,22
1995,Yukon,August,0.39,6
1995,Yukon,September,0.6,2
1996,Yukon,March,0.02,2
1996,Yukon,April,0.03,2
1996,Yukon,May,8.13,19
1996,Yukon,June,64997.87,72
1996,Yukon,July,25360.91,44
1996,Yukon,August,699.77,7
1996,Yukon,September,0.4,3
1997,Yukon,October,1.01,2
1997,Yukon,May,81.35,23
1997,Yukon,June,12.49,34
1997,Yukon,July,11368.74,37
1997,Yukon,August,2.05,13
1997,Yukon,September,4.41,3
1998,Yukon,April,5.51,2
1998,Yukon,May,66482.63,44
1998,Yukon,June,2415.53,36
1998,Yukon,July,261645.68,73
1998,Yukon,August,13122.52,35
1998,Yukon,September,0.53,7
1999,Yukon,April,0.4,2
1999,Yukon,May,3124.95,10
1999,Yukon,June,170131.26,49
1999,Yukon,July,8901.32,36
1999,Yukon,August,12658.54,61
1999,Yukon,September,0.01,1
2000,Yukon,May,3.8,8
2000,Yukon,June,7635.2,36
2000,Yukon,July,10.21,3
2001,Yukon,April,0.2,1
2001,Yukon,May,4.6,8
2001,Yukon,June,16656.98,30
2001,Yukon,July,559.35,20
2001,Yukon,August,113.35,9
2002,Yukon,May,21.17,17
2002,Yukon,June,32984.38,30
2002,Yukon,July,3198.35,19
2002,Yukon,August,0.21,3
2003,Yukon,November,616.0,5
2003,Yukon,April,0.62,3
2003,Yukon,May,12.0,13
2003,Yukon,June,20286.19,30
2003,Yukon,July,27772.31,20
2003,Yukon,August,98.1,4
2003,Yukon,September,0.11,2
2004,Yukon,October,0.2,1
2004,Yukon,May,7.98,5
2004,Yukon,June,1485372.27,138
2004,Yukon,July,220116.27,100
2004,Yukon,August,14129.36,33
2004,Yukon,September,38.01,5
2005,Yukon,April,0.2,1
2005,Yukon,May,26.06,12
2005,Yukon,June,176741.93,45
2005,Yukon,July,10669.92,20
2005,Yukon,August,0.22,4
2005,Yukon,September,0.01,1
2006,Yukon,October,0.01,1
2006,Yukon,April,0.5,1
2006,Yukon,May,1.52,3
2006,Yukon,June,42993.48,32
2006,Yukon,July,51466.51,36
2006,Yukon,August,571.21,5
2006,Yukon,September,0.11,2
2007,Yukon,October,292.1,10
2007,Yukon,April,0.5,1
2007,Yukon,May,13986.53,10
2007,Yukon,June,11981.49,50
2007,Yukon,July,10822.52,24
2007,Yukon,August,624.62,15
2008,Yukon,October,0.01,1
2008,Yukon,December,109.4,6
2008,Yukon,May,5.35,11
2008,Yukon,June,12648.83,40
2008,Yukon,July,194.53,6
2008,Yukon,August,109.65,10
2008,Yukon,September,0.11,2
2009,Yukon,December,614.9,3
2009,Yukon,May,43846.62,9
2009,Yukon,June,19662.19,30
2009,Yukon,July,162593.23,60
2009,Yukon,August,3795.41,16
2010,Yukon,October,123.4,2
2010,Yukon,May,61654.41,20
2010,Yukon,June,63100.87,38
2010,Yukon,July,21120.44,18
2010,Yukon,August,964.05,10
2011,Yukon,April,0.01,1
2011,Yukon,May,33238.23,24
2011,Yukon,June,2511.2,13
2011,Yukon,July,4597.87,14
2011,Yukon,August,3.0,1
2011,Yukon,September,114.02,3
2012,Yukon,May,47.64,4
2012,Yukon,June,51880.63,74
2012,Yukon,July,4462.61,29
2012,Yukon,August,1889.31,18
2012,Yukon,September,0.01,1
2013,Yukon,May,22.61,7
2013,Yukon,June,178187.2,100
2013,Yukon,July,16681.03,29
2013,Yukon,August,3422.93,39
2013,Yukon,September,0.02,2
2014,Yukon,April,0.3,1
2014,Yukon,May,0.55,4
2014,Yukon,June,3116.882,14
2014,Yukon,July,42.062,10
2014,Yukon,August,0.8,5
2015,Yukon,May,71519.57,95
2015,Yukon,June,98320.48,82
2015,Yukon,July,1.16,5
2015,Yukon,August,0.4,2
2015,Yukon,September,0.0,1
2016,Yukon,April,0.11,2
2016,Yukon,May,273.24,8
2016,Yukon,June,21231.59,15
2016,Yukon,July,21.4,19
2016,Yukon,August,11.02,8
2016,Yukon,September,0.04,1
2017,Yukon,April,0.71,3
2017,Yukon,May,2887.38,9
2017,Yukon,June,251052.61,45
2017,Yukon,July,139183.42,32
2017,Yukon,August,6156.03,25
2017,Yukon,September,0.0,1
2018,Yukon,April,2300.0,1
2018,Yukon,May,168.16,6
2018,Yukon,June,16782.12,11
2018,Yukon,July,54700.33,21
2018,Yukon,August,6634.87,11
2018,Yukon,September,0.01,1
2019,Yukon,April,0.13,4
2019,Yukon,May,135237.21,25
2019,Yukon,June,64179.9,18
2019,Yukon,July,56460.07,63
2019,Yukon,August,34.0,4
2019,Yukon,September,125.31,3
