,Year,Jurisdiction,Month,Area (hectares),Number,ONI,Phase,DateTime,MeanNum,MeanArea,anomalyArea,anomalyNumber
1104,2013,Alberta,May,2380.09,524,-0.36,N,2013-05-01,293.3,109081.34033333331,-3.8249555434250864,0.5802957083376368
1105,2013,Alberta,June,11338.2,121,-0.41,N,2013-06-01,246.3,43903.09533333333,-1.3538072707855575,-0.7107597595297511
1106,2013,Alberta,July,5740.03,193,-0.4,N,2013-07-01,262.4,27698.73566666666,-1.5739223315502817,-0.30717986816504833
1107,2013,Alberta,August,57.47,164,-0.32,N,2013-08-01,179.2,14241.275333333331,-5.51263666836116,-0.08863607271663158
1108,2013,British Columbia,May,1011.073,128,-0.36,N,2013-05-01,173.93333333333334,10548.055033333332,-2.344929342727694,-0.30664182011490115
1109,2013,British Columbia,June,4536.343,100,-0.41,N,2013-06-01,213.46666666666667,16654.6782,-1.3005699690833534,-0.7583105064663586
1110,2013,British Columbia,July,2160.106,365,-0.4,N,2013-07-01,490.9,97810.56520000003,-3.812875305269902,-0.2963430874815152
1111,2013,British Columbia,August,3493.303,992,-0.32,N,2013-08-01,646.1333333333333,39134.222799999996,-2.4161496406177787,0.4287172264506665
1112,2013,Manitoba,May,9564.3,69,-0.36,N,2013-05-01,61.733333333333334,11219.75666666667,-0.15963879566377845,0.11128247105329014
1113,2013,Manitoba,June,807139.2,106,-0.41,N,2013-06-01,81.1,113683.52999999998,1.9600776087187148,0.26775613299070006
1114,2013,Manitoba,July,246307.2,169,-0.4,N,2013-07-01,96.83333333333333,65655.53333333334,1.3221576547937384,0.5569074272992173
1115,2013,Manitoba,August,52237.4,103,-0.32,N,2013-08-01,69.0,21649.239999999998,0.8808283635323844,0.40062248363237635
1116,2013,New Brunswick,May,510.5,123,-0.36,N,2013-05-01,101.36666666666666,324.7366666666666,0.4523760401203876,0.1934400493572083
1117,2013,New Brunswick,June,10.6,7,-0.41,N,2013-06-01,48.666666666666664,407.5666666666666,-3.649350517364013,-1.9390841839849133
1118,2013,New Brunswick,July,124.1,34,-0.4,N,2013-07-01,39.266666666666666,36.99666666666667,1.210259873714783,-0.14401545793321519
1119,2013,New Brunswick,August,4.2,7,-0.32,N,2013-08-01,47.3,32.88666666666667,-2.05798278184816,-1.910600146442574
1120,2013,Newfoundland and Labrador,May,28.2,21,-0.36,N,2013-05-01,28.866666666666667,340.4933333333334,-2.491073568403411,-0.3181650891768568
1121,2013,Newfoundland and Labrador,June,0.8,10,-0.41,N,2013-06-01,23.233333333333334,3956.4066666666668,-8.506235036212008,-0.8430029361043229
1122,2013,Newfoundland and Labrador,July,19.3,22,-0.4,N,2013-07-01,15.266666666666667,5015.961599999999,-5.560275330870221,0.3653706509062863
1123,2013,Newfoundland and Labrador,August,0.1,7,-0.32,N,2013-08-01,16.433333333333334,4493.5539393333365,-10.712984283877853,-0.8534016433252215
1124,2013,Northwest Territories,May,1034.93,4,-0.36,N,2013-05-01,10.166666666666666,17611.68966666667,-2.834229075596639,-0.9328200338253655
1125,2013,Northwest Territories,June,431823.55,145,-0.41,N,2013-06-01,74.3,296274.0203466667,0.3767322852306061,0.6686227906968609
1126,2013,Northwest Territories,July,73225.41,75,-0.4,N,2013-07-01,116.16666666666667,270865.54480666673,-1.3080800612556556,-0.4375378279961584
1127,2013,Northwest Territories,August,31787.5,19,-0.32,N,2013-08-01,37.36666666666667,34038.66033333333,-0.06842381652247323,-0.6763400622435641
1128,2013,Nova Scotia,May,152.115,82,-0.36,N,2013-05-01,86.6,185.45746667033328,-0.19818875183752394,-0.054580568304136275
1129,2013,Nova Scotia,June,0.25,2,-0.41,N,2013-06-01,33.53333333333333,148.04179999833335,-6.383789027428649,-2.819392788437584
1130,2013,Nova Scotia,July,0.92,6,-0.4,N,2013-07-01,30.866666666666667,34.10286666516667,-3.612763056122313,-1.637917383755969
1131,2013,Nova Scotia,August,1.422,17,-0.32,N,2013-08-01,28.566666666666666,28.31560000083334,-2.991348558171523,-0.5190271928794082
1132,2013,Ontario,May,413.2,140,-0.36,N,2013-05-01,178.96666666666667,21420.913333643322,-3.9481912451396326,-0.24555714615110985
1133,2013,Ontario,June,23873.7,122,-0.41,N,2013-06-01,214.43333333333334,73529.24666674131,-1.1249058062827473,-0.5639778450155885
1134,2013,Ontario,July,26633.9,168,-0.4,N,2013-07-01,273.73333333333335,45599.263333547664,-0.5377067209502671,-0.48819041707341
1135,2013,Ontario,August,101.2000007,105,-0.32,N,2013-08-01,282.8,15268.00333374793,-5.016415868443434,-0.9907795838648943
1140,2013,Quebec,May,171.3,161,-0.36,N,2013-05-01,172.46666666666667,34188.71666666667,-5.296234541257086,-0.06879961609935605
1141,2013,Quebec,June,1517966.5,88,-0.41,N,2013-06-01,176.83333333333334,159924.09999999998,2.2504275615184524,-0.6978708549077217
1142,2013,Quebec,July,354653.4,135,-0.4,N,2013-07-01,126.86666666666666,64893.493333333354,1.6983936126401664,0.06213811224449002
1143,2013,Quebec,August,9.0,34,-0.32,N,2013-08-01,114.7,13285.800000000001,-7.297226497335952,-1.2159594995191636
1144,2013,Saskatchewan,May,16383.6,168,-0.36,N,2013-05-01,132.0,82480.8007005367,-1.6162847129794753,0.24116205681688804
1145,2013,Saskatchewan,June,19283.6,51,-0.41,N,2013-06-01,139.5,240441.73137799994,-2.523222785274714,-1.0062389685370945
1146,2013,Saskatchewan,July,277747.5,46,-0.4,N,2013-07-01,123.46666666666667,92916.68320466668,1.095009215485494,-0.9873298176148197
1147,2013,Saskatchewan,August,48430.0,113,-0.32,N,2013-08-01,92.06666666666666,61460.80761933333,-0.23828024076925572,0.20487486640525854
1148,2013,Yukon,May,22.61,7,-0.36,N,2013-05-01,17.133333333333333,14600.006000000001,-6.470384932365369,-0.8951157347376965
1149,2013,Yukon,June,178187.2,100,-0.41,N,2013-06-01,46.266666666666666,110718.75306666669,0.4758414532881379,0.770748426583497
1150,2013,Yukon,July,16681.03,29,-0.4,N,2013-07-01,36.5,52139.65806666666,-1.1396537048753084,-0.23001643060197186
1151,2013,Yukon,August,3422.93,39,-0.32,N,2013-08-01,15.9,7316.592333333331,-0.7596477819069641,0.8972425369034606
1152,2014,Alberta,May,355.15,359,0.2,N,2014-05-01,293.3,109081.34033333331,-5.7273088890578645,0.2021264125048734
1153,2014,Alberta,June,1109.34,264,0.15,N,2014-06-01,246.3,43903.09533333333,-3.678219582439289,0.06939879801982395
1154,2014,Alberta,July,20925.63,311,0.04,N,2014-07-01,262.4,27698.73566666666,-0.28041204489973676,0.16992285510930022
1155,2014,Alberta,August,446.45,249,0.06,N,2014-08-01,179.2,14241.275333333331,-3.462572328917584,0.32895039592387754
1156,2014,British Columbia,May,2267.561,105,0.2,N,2014-05-01,173.93333333333334,10548.055033333332,-1.5372366813765967,-0.504711733876995
1157,2014,British Columbia,June,37004.468,132,0.15,N,2014-06-01,213.46666666666667,16654.6782,0.7983475121765586,-0.480678769868079
1158,2014,British Columbia,July,305023.733,485,0.04,N,2014-07-01,490.9,97810.56520000003,1.137356986858926,-0.012091550126523569
1159,2014,British Columbia,August,23459.327,496,0.06,N,2014-08-01,646.1333333333333,39134.222799999996,-0.5117291919119378,-0.2644299541092788
1160,2014,Manitoba,May,797.0,40,0.2,N,2014-05-01,61.733333333333334,11219.75666666667,-2.6445768125884324,-0.43394457943003295
1161,2014,Manitoba,June,1281.3,49,0.15,N,2014-06-01,81.1,113683.52999999998,-4.485543347849348,-0.5038626630107405
1162,2014,Manitoba,July,19095.9,45,0.04,N,2014-07-01,96.83333333333333,65655.53333333334,-1.2349482302245742,-0.7663287978535364
1163,2014,Manitoba,August,17255.6,94,0.06,N,2014-08-01,69.0,21649.239999999998,-0.22683362143112676,0.30918827767274454
1164,2014,New Brunswick,May,65.3,79,0.2,N,2014-05-01,101.36666666666666,324.7366666666666,-1.6040225612019474,-0.24929645354818777
1165,2014,New Brunswick,June,10.4,20,0.15,N,2014-06-01,48.666666666666664,407.5666666666666,-3.6683987123347075,-0.8892620594862357
1166,2014,New Brunswick,July,4.1,16,0.04,N,2014-07-01,39.266666666666666,36.99666666666667,-2.1998408447855167,-0.8977872603095953
1167,2014,New Brunswick,August,4.2,12,0.06,N,2014-08-01,47.3,32.88666666666667,-2.05798278184816,-1.3716036457098868
1168,2014,Newfoundland and Labrador,May,0.0,0,0.2,N,2014-05-01,28.866666666666667,340.4933333333334,-inf,-inf
1169,2014,Newfoundland and Labrador,June,0.0,0,0.15,N,2014-06-01,23.233333333333334,3956.4066666666668,-inf,-inf
1170,2014,Newfoundland and Labrador,July,0.0,0,0.04,N,2014-07-01,15.266666666666667,5015.961599999999,-inf,-inf
1171,2014,Newfoundland and Labrador,August,0.0,0,0.06,N,2014-08-01,16.433333333333334,4493.5539393333365,-inf,-inf
1172,2014,Northwest Territories,May,74297.65,4,0.2,N,2014-05-01,10.166666666666666,17611.68966666667,1.439516455514021,-0.9328200338253655
1173,2014,Northwest Territories,June,2183079.64,117,0.15,N,2014-06-01,74.3,296274.0203466667,1.9972070672887436,0.45406298307404264
1174,2014,Northwest Territories,July,1029607.55,187,0.04,N,2014-07-01,116.16666666666667,270865.54480666673,1.3353104360654788,0.4760826753221177
1175,2014,Northwest Territories,August,131305.18,76,0.06,N,2014-08-01,37.36666666666667,34038.66033333333,1.3500272848973152,0.7099542988763266
1176,2014,Nova Scotia,May,383.86,71,0.2,N,2014-05-01,86.6,185.45746667033328,0.7274523372081387,-0.19861993852707394
1177,2014,Nova Scotia,June,13.1331,23,0.15,N,2014-06-01,33.53333333333333,148.04179999833335,-2.422358905328268,-0.37704575306837945
1178,2014,Nova Scotia,July,26.58,12,0.04,N,2014-07-01,30.866666666666667,34.10286666516667,-0.249222393898163,-0.9447702031960237
1179,2014,Nova Scotia,August,1.701,10,0.06,N,2014-08-01,28.566666666666666,28.31560000083334,-2.8121965761388474,-1.0496554439415786
1180,2014,Ontario,May,49.20000011,53,0.2,N,2014-05-01,178.96666666666667,21420.913333643322,-6.076229356651082,-1.2169076552082925
1181,2014,Ontario,June,3152.8,73,0.15,N,2014-06-01,214.43333333333334,73529.24666674131,-3.149392294006635,-1.077539448600454
1182,2014,Ontario,July,1945.4,86,0.04,N,2014-07-01,273.73333333333335,45599.263333547664,-3.154423949970585,-1.1578071002231611
1183,2014,Ontario,August,191.1000001,77,0.06,N,2014-08-01,282.8,15268.00333374793,-4.380717780444281,-1.300934512168734
1188,2014,Quebec,May,17423.5,56,0.2,N,2014-05-01,172.46666666666667,34188.71666666667,-0.6740757978775818,-1.12485229034867
1189,2014,Quebec,June,32679.8,72,0.15,N,2014-06-01,176.83333333333334,159924.09999999998,-1.587942177660376,-0.8985415503698728
1190,2014,Quebec,July,12757.3,66,0.04,N,2014-07-01,126.86666666666666,64893.493333333354,-1.6266437050982645,-0.6534819241675137
1191,2014,Quebec,August,791.9,65,0.06,N,2014-08-01,114.7,13285.800000000001,-2.8200159534558047,-0.567932754239688
1192,2014,Saskatchewan,May,15356.16,141,0.2,N,2014-05-01,132.0,82480.8007005367,-1.6810488510117276,0.06595796779179737
1193,2014,Saskatchewan,June,112072.6,37,0.15,N,2014-06-01,139.5,240441.73137799994,-0.7633309034377598,-1.3271466886171959
1194,2014,Saskatchewan,July,119892.2,111,0.04,N,2014-07-01,123.46666666666667,92916.68320466668,0.25488979361186126,-0.1064410127915805
1195,2014,Saskatchewan,August,95321.82,97,0.06,N,2014-08-01,92.06666666666666,61460.80761933333,0.4388590484433895,0.05219802619630071
1196,2014,Yukon,May,0.55,4,0.2,N,2014-05-01,17.133333333333333,14600.006000000001,-10.186614219410869,-1.454731522673119
1197,2014,Yukon,June,3116.882,14,0.15,N,2014-06-01,46.266666666666666,110718.75306666669,-3.5701600866086434,-1.195364429789336
1198,2014,Yukon,July,42.062,10,0.04,N,2014-07-01,36.5,52139.65806666666,-7.12253640921959,-1.2947271675944
1199,2014,Yukon,August,0.8,5,0.06,N,2014-08-01,15.9,7316.592333333331,-9.121043521644507,-1.1568811967920856
1200,2015,Alberta,May,48023.19,493,0.93,E,2015-05-01,293.3,109081.34033333331,-0.8204098262789629,0.5193131980592847
1201,2015,Alberta,June,397383.82,459,1.18,E,2015-06-01,246.3,43903.09533333333,2.202917788316191,0.6224999049340529
1202,2015,Alberta,July,20066.22,300,1.51,E,2015-07-01,262.4,27698.73566666666,-0.32234896408622027,0.1339124175862671
1203,2015,Alberta,August,65.03,149,1.85,E,2015-08-01,179.2,14241.275333333331,-5.3890510389997495,-0.18455619459537093
1204,2015,British Columbia,May,139298.593,309,0.93,E,2015-05-01,173.93333333333334,10548.055033333332,2.5806782943360234,0.574669192863227
1205,2015,British Columbia,June,91354.615,440,1.18,E,2015-06-01,213.46666666666667,16654.6782,1.7020576515921186,0.7232940344578569
1206,2015,British Columbia,July,31237.114,535,1.51,E,2015-07-01,490.9,97810.56520000003,-1.1414256606940105,0.08602630583199977
1207,2015,British Columbia,August,17770.445,403,1.85,E,2015-08-01,646.1333333333333,39134.222799999996,-0.7894606635397847,-0.47206931888752324
1208,2015,Manitoba,May,2245.3,74,0.93,E,2015-05-01,61.733333333333334,11219.75666666667,-1.608837069840492,0.1812410596602005
1209,2015,Manitoba,June,51300.6,151,1.18,E,2015-06-01,81.1,113683.52999999998,-0.795716087367982,0.6215968756935571
1210,2015,Manitoba,July,9830.3,169,1.51,E,2015-07-01,96.83333333333333,65655.53333333334,-1.8989524300352822,0.5569074272992173
1211,2015,Manitoba,August,1442.9,13,1.85,E,2015-08-01,69.0,21649.239999999998,-2.7083153725851714,-1.6691571471357227
1212,2015,New Brunswick,May,196.7,164,0.93,E,2015-05-01,101.36666666666666,324.7366666666666,-0.5013348720893193,0.48112212180898917
1213,2015,New Brunswick,June,1.8,3,1.18,E,2015-06-01,48.666666666666664,407.5666666666666,-5.4224178535799155,-2.786382044372117
1214,2015,New Brunswick,July,51.2,22,1.51,E,2015-07-01,39.266666666666666,36.99666666666667,0.3249117135496837,-0.5793335291910608
1215,2015,New Brunswick,August,1.7,11,1.85,E,2015-08-01,47.3,32.88666666666667,-2.962439056075312,-1.4586150226995167
1216,2015,Newfoundland and Labrador,May,0.8,2,0.93,E,2015-05-01,28.866666666666667,340.4933333333334,-6.053539097661688,-2.6695403463403347
1217,2015,Newfoundland and Labrador,June,3329.9,21,1.18,E,2015-06-01,23.233333333333334,3956.4066666666668,-0.1723939324042491,-0.10106559137494557
1218,2015,Newfoundland and Labrador,July,0.0,0,1.51,E,2015-07-01,15.266666666666667,5015.961599999999,-inf,-inf
1219,2015,Newfoundland and Labrador,August,259.1,2,1.85,E,2015-08-01,16.433333333333334,4493.5539393333365,-2.8531851033157425,-2.1061646118205894
1220,2015,Northwest Territories,May,203821.82,53,0.93,E,2015-05-01,10.166666666666666,17611.68966666667,2.4486833136317068,1.6511775186068656
1221,2015,Northwest Territories,June,393496.95,123,1.18,E,2015-06-01,74.3,296274.0203466667,0.28378854637304707,0.504073403648704
1222,2015,Northwest Territories,July,25877.05,38,1.51,E,2015-07-01,116.16666666666667,270865.54480666673,-2.348266077634009,-1.1174397818060833
1223,2015,Northwest Territories,August,20445.12,27,1.85,E,2015-08-01,37.36666666666667,34038.66033333333,-0.5097527240656079,-0.32494217540567544
1224,2015,Nova Scotia,May,498.778,202,0.93,E,2015-05-01,86.6,185.45746667033328,0.9893355414095466,0.8469678818328154
1225,2015,Nova Scotia,June,1.3679,6,1.18,E,2015-06-01,33.53333333333333,148.04179999833335,-4.684217949195497,-1.720780499769474
1226,2015,Nova Scotia,July,11.973,12,1.51,E,2015-07-01,30.866666666666667,34.10286666516667,-1.0467273324485555,-0.9447702031960237
1227,2015,Nova Scotia,August,1.18,8,1.85,E,2015-08-01,28.566666666666666,28.31560000083334,-3.177898451074999,-1.2727989952557885
1228,2015,Ontario,May,2477.100001,125,0.93,E,2015-05-01,178.96666666666667,21420.913333643322,-2.1572791818899257,-0.358885831458113
1229,2015,Ontario,June,33902.2,132,1.18,E,2015-06-01,214.43333333333334,73529.24666674131,-0.7742033318694284,-0.4851969671624742
1230,2015,Ontario,July,2459.700001,165,1.51,E,2015-07-01,273.73333333333335,45599.263333547664,-2.919852169729129,-0.5062089225760883
1231,2015,Ontario,August,74.30000033,113,1.85,E,2015-08-01,282.8,15268.00333374793,-5.325403676048628,-0.9173521153100772
1236,2015,Quebec,May,208.0,212,0.93,E,2015-05-01,172.46666666666667,34188.71666666667,-5.102112866885842,0.2063822935881933
1237,2015,Quebec,June,2679.9,45,1.18,E,2015-06-01,176.83333333333334,159924.09999999998,-4.088919847288644,-1.3685451796156085
1238,2015,Quebec,July,1877.7,39,1.51,E,2015-07-01,126.86666666666666,64893.493333333354,-3.542699738262025,-1.179575020064293
1239,2015,Quebec,August,595.4,29,1.85,E,2015-08-01,114.7,13285.800000000001,-3.1052176260904956,-1.375024194148851
1240,2015,Saskatchewan,May,291831.6047,193,0.93,E,2015-05-01,132.0,82480.8007005367,1.2636113922061283,0.37988826631851474
1241,2015,Saskatchewan,June,1318280.962,254,1.18,E,2015-06-01,139.5,240441.73137799994,1.7016060863152636,0.5992696657571163
1242,2015,Saskatchewan,July,132677.1507,147,1.51,E,2015-07-01,123.46666666666667,92916.68320466668,0.35621552677722473,0.17446137267482162
1243,2015,Saskatchewan,August,2266.78148,38,1.85,E,2015-08-01,92.06666666666666,61460.80761933333,-3.3000387220120824,-0.8849267925806963
1244,2015,Yukon,May,71519.57,95,0.93,E,2015-05-01,17.133333333333333,14600.006000000001,1.5889491788698238,1.712851007807531
1245,2015,Yukon,June,98320.48,82,1.18,E,2015-06-01,46.266666666666666,110718.75306666669,-0.11876088249979011,0.5722974878596587
1246,2015,Yukon,July,1.16,5,1.51,E,2015-07-01,36.5,52139.65806666666,-10.713261124362804,-1.9878743481543455
1247,2015,Yukon,August,0.4,2,1.85,E,2015-08-01,15.9,7316.592333333331,-9.814190702204453,-2.0731719286662407
1248,2016,Alberta,May,498401.82,247,0.4,N,2016-05-01,293.3,109081.34033333331,1.5193127736324232,-0.17180763935542814
1249,2016,Alberta,June,4764.32,391,-0.06,N,2016-06-01,246.3,43903.09533333333,-2.2208300066452438,0.4621572548588735
1250,2016,Alberta,July,1056.33,204,-0.35,N,2016-07-01,262.4,27698.73566666666,-3.2665861318828204,-0.2517500632257176
1251,2016,Alberta,August,168.49,122,-0.53,L,2016-08-01,179.2,14241.275333333331,-4.437023340030516,-0.3844814558075734
1252,2016,British Columbia,May,288.288,127,0.4,N,2016-05-01,173.93333333333334,10548.055033333332,-3.599736784409321,-0.31448499757592707
1253,2016,British Columbia,June,1198.928,161,-0.06,N,2016-06-01,213.46666666666667,16654.6782,-2.6312633257333125,-0.28207632746998695
1254,2016,British Columbia,July,5164.174,205,-0.35,N,2016-07-01,490.9,97810.56520000003,-2.941287432608993,-0.8732304619255986
1255,2016,British Columbia,August,1675.297,323,-0.53,L,2016-08-01,646.1333333333333,39134.222799999996,-3.151006884607062,-0.6933535576115497
1256,2016,Manitoba,May,17914.6,56,0.4,N,2016-05-01,61.733333333333334,11219.75666666667,0.4679398104527542,-0.09747234280882007
1257,2016,Manitoba,June,10348.3,64,-0.06,N,2016-06-01,81.1,113683.52999999998,-2.3965962803698004,-0.23679987776169537
1258,2016,Manitoba,July,8970.0,42,-0.35,N,2016-07-01,96.83333333333333,65655.53333333334,-1.990536206477902,-0.8353216693404879
1259,2016,Manitoba,August,399.0,15,-0.53,L,2016-08-01,69.0,21649.239999999998,-3.9937642119985184,-1.5260563034950494
1260,2016,New Brunswick,May,29.2,55,0.4,N,2016-05-01,101.36666666666666,324.7366666666666,-2.4088458882100965,-0.6114111207827383
1261,2016,New Brunswick,June,23.9,25,-0.06,N,2016-06-01,48.666666666666664,407.5666666666666,-2.83632605954457,-0.6661185081720259
1262,2016,New Brunswick,July,1.9,10,-0.35,N,2016-07-01,39.266666666666666,36.99666666666667,-2.968973932323384,-1.3677908895553308
1263,2016,New Brunswick,August,24.5,25,-0.53,L,2016-08-01,47.3,32.88666666666667,-0.29439418958680136,-0.6376344706296866
1264,2016,Newfoundland and Labrador,May,0.1,1,0.4,N,2016-05-01,28.866666666666667,340.4933333333334,-8.132980639341525,-3.36268752690028
1265,2016,Newfoundland and Labrador,June,0.0,0,-0.06,N,2016-06-01,23.233333333333334,3956.4066666666668,-inf,-inf
1266,2016,Newfoundland and Labrador,July,10603.0,14,-0.35,N,2016-07-01,15.266666666666667,5015.961599999999,0.7485118321447377,-0.08661447283677105
1267,2016,Newfoundland and Labrador,August,0.2,2,-0.53,L,2016-08-01,16.433333333333334,4493.5539393333365,-10.019837103317908,-2.1061646118205894
1268,2016,Northwest Territories,May,8.02,3,0.4,N,2016-05-01,10.166666666666666,17611.68966666667,-7.694379724280239,-1.2205021062771466
1269,2016,Northwest Territories,June,108060.67,54,-0.06,N,2016-06-01,74.3,296274.0203466667,-1.0085919418455727,-0.319126905159439
1270,2016,Northwest Territories,July,142762.63,111,-0.35,N,2016-07-01,116.16666666666667,270865.54480666673,-0.6404392321547995,-0.04549574022013482
1271,2016,Northwest Territories,August,4168.04,20,-0.53,L,2016-08-01,37.36666666666667,34038.66033333333,-2.1000510459367128,-0.6250467678560135
1272,2016,Nova Scotia,May,59.321,59,0.4,N,2016-05-01,86.6,185.45746667033328,-1.1398621907211157,-0.38376237166266997
1273,2016,Nova Scotia,June,26.113,28,-0.06,N,2016-06-01,33.53333333333333,148.04179999833335,-1.735061391691729,-0.1803354588223252
1274,2016,Nova Scotia,July,15.783,15,-0.35,N,2016-07-01,30.866666666666667,34.10286666516667,-0.7704480357664824,-0.721626651881814
1275,2016,Nova Scotia,August,429.485,38,-0.53,L,2016-08-01,28.566666666666666,28.31560000083334,2.7191739269312523,0.2853456227907614
1276,2016,Ontario,May,81166.1,176,0.4,N,2016-05-01,178.96666666666667,21420.913333643322,1.3321299689076775,-0.016715573722262345
1277,2016,Ontario,June,323.4000003,139,-0.06,N,2016-06-01,214.43333333333334,73529.24666674131,-5.426548571816778,-0.4335249566181532
1278,2016,Ontario,July,1370.300002,145,-0.35,N,2016-07-01,273.73333333333335,45599.263333547664,-3.504861865994235,-0.6354206540560944
1279,2016,Ontario,August,169.0000004,112,-0.53,L,2016-08-01,282.8,15268.00333374793,-4.5036159149238575,-0.9262410627273232
1284,2016,Quebec,May,84.1,120,0.4,N,2016-05-01,172.46666666666667,34188.71666666667,-6.007644379608259,-0.3627122383017732
1285,2016,Quebec,June,3980.9,119,-0.06,N,2016-06-01,176.83333333333334,159924.09999999998,-3.6931914032964803,-0.39608417627439874
1286,2016,Quebec,July,29031.8,141,-0.35,N,2016-07-01,126.86666666666666,64893.493333333354,-0.8043555809417373,0.10562322418422898
1287,2016,Quebec,August,234.4,86,-0.53,L,2016-08-01,114.7,13285.800000000001,-4.037422016969313,-0.2879727278818174
1288,2016,Saskatchewan,May,4640.7,111,0.4,N,2016-05-01,132.0,82480.8007005367,-2.8777003305474524,-0.17327172127403667
1289,2016,Saskatchewan,June,228398.02,124,-0.06,N,2016-06-01,139.5,240441.73137799994,-0.05138797027590591,-0.11778303565638351
1290,2016,Saskatchewan,July,19849.58,53,-0.35,N,2016-07-01,123.46666666666667,92916.68320466668,-1.5435203638744721,-0.8456793005517927
1291,2016,Saskatchewan,August,136.7,22,-0.53,L,2016-08-01,92.06666666666666,61460.80761933333,-6.108366232436627,-1.431470498948766
1292,2016,Yukon,May,273.24,8,0.4,N,2016-05-01,17.133333333333333,14600.006000000001,-3.978426688791599,-0.7615843421131738
1293,2016,Yukon,June,21231.59,15,-0.06,N,2016-06-01,46.266666666666666,110718.75306666669,-1.651503062834906,-1.1263715583023843
1294,2016,Yukon,July,21.4,19,-0.35,N,2016-07-01,36.5,52139.65806666666,-7.798290207453271,-0.6528732814220054
1295,2016,Yukon,August,11.02,8,-0.53,L,2016-08-01,15.9,7316.592333333331,-6.498188166605528,-0.6868775675463499
1296,2017,Alberta,May,1287.29,329,0.3,N,2017-05-01,293.3,109081.34033333331,-4.439554612063269,0.11486177478196652
1297,2017,Alberta,June,921.71,164,0.32,N,2017-06-01,246.3,43903.09533333333,-3.8635094648516457,-0.40668387730229383
1298,2017,Alberta,July,1156.52,257,0.15,N,2017-07-01,262.4,27698.73566666666,-3.1759712722509605,-0.020793972174714112
1299,2017,Alberta,August,27774.87,247,-0.1,N,2017-08-01,179.2,14241.275333333331,0.6679871931480209,0.3208858360871472
1300,2017,British Columbia,May,864.437,90,0.3,N,2017-05-01,173.93333333333334,10548.055033333332,-2.501618336904407,-0.6588624137042534
1301,2017,British Columbia,June,4135.645,142,0.32,N,2017-06-01,213.46666666666667,16654.6782,-1.393047848133007,-0.4076536348531892
1302,2017,British Columbia,July,1130131.327,594,0.15,N,2017-07-01,490.9,97810.56520000003,2.447056523701644,0.19063887829863818
1303,2017,British Columbia,August,76936.629,299,-0.1,N,2017-08-01,646.1333333333333,39134.222799999996,0.6759847354044962,-0.7705623074435198
1304,2017,Manitoba,May,768.2,42,0.3,N,2017-05-01,61.733333333333334,11219.75666666667,-2.681381375466843,-0.385154415260601
1305,2017,Manitoba,June,15289.3,27,0.32,N,2017-06-01,81.1,113683.52999999998,-2.0062652980463516,-1.0998460951170381
1306,2017,Manitoba,July,53281.5,140,0.15,N,2017-07-01,96.83333333333333,65655.53333333334,-0.2088327035596125,0.36865113498544805
1307,2017,Manitoba,August,150690.3,298,-0.1,N,2017-08-01,69.0,21649.239999999998,1.9402563873639629,1.462986981908145
1308,2017,New Brunswick,May,3.7,25,0.3,N,2017-05-01,101.36666666666666,324.7366666666666,-4.474681777834154,-1.3998684811470083
1309,2017,New Brunswick,June,2.9,16,0.32,N,2017-06-01,48.666666666666664,407.5666666666666,-4.945493781489606,-1.1124056108004454
1310,2017,New Brunswick,July,58.7,39,0.15,N,2017-07-01,39.266666666666666,36.99666666666667,0.4616119083382723,-0.006814336419730165
1311,2017,New Brunswick,August,26.3,79,-0.1,N,2017-08-01,47.3,32.88666666666667,-0.22349836795376374,0.5129375569691342
1312,2017,Newfoundland and Labrador,May,18.1,18,0.3,N,2017-05-01,28.866666666666667,340.4933333333334,-2.934483608075699,-0.47231576900411515
1313,2017,Newfoundland and Labrador,June,622.5,22,0.32,N,2017-06-01,23.233333333333334,3956.4066666666668,-1.8493478565589356,-0.05454557574005267
1314,2017,Newfoundland and Labrador,July,38.8,18,0.15,N,2017-07-01,15.266666666666667,5015.961599999999,-4.861960180151833,0.164699955444135
1315,2017,Newfoundland and Labrador,August,2.7,8,-0.1,N,2017-08-01,16.433333333333334,4493.5539393333365,-7.417147417873523,-0.7198702507006988
1316,2017,Northwest Territories,May,941.03,17,0.3,N,2017-05-01,10.166666666666666,17611.68966666667,-2.929343126103787,0.5140989491109599
1317,2017,Northwest Territories,June,106087.21,32,0.32,N,2017-06-01,74.3,296274.0203466667,-1.0270232788018803,-0.842375048923987
1318,2017,Northwest Territories,July,823762.51,123,0.15,N,2017-07-01,116.16666666666667,270865.54480666673,1.1122597192134498,0.05715841383994862
1319,2017,Northwest Territories,August,97971.93,76,-0.1,N,2017-08-01,37.36666666666667,34038.66033333333,1.057184061799934,0.7099542988763266
1320,2017,Nova Scotia,May,0.78,44,0.3,N,2017-05-01,86.6,185.45746667033328,-5.471286924868093,-0.6771101816501282
1321,2017,Nova Scotia,June,0.15,11,0.32,N,2017-06-01,33.53333333333333,148.04179999833335,-6.894614651194639,-1.1146446961991585
1322,2017,Nova Scotia,July,0.0,10,0.15,N,2017-07-01,30.866666666666667,34.10286666516667,-inf,-1.1270917599899783
1323,2017,Nova Scotia,August,0.0,15,-0.1,N,2017-08-01,28.566666666666666,28.31560000083334,-inf,-0.6441903358334143
