Year,Location,Fire size class,Area_hectares,Number,Number_Percentage
1998,YT,0.11 - 1.0 ha,28.49,47,1.2933406714364337
1998,YT,1.1 - 10 ha,58.7,18,0.49532195927352773
1998,YT,10 000 - 100 000 ha,274895.63,9,0.24766097963676387
1998,YT,10.1 - 100 ha,887.93,20,0.5503577325261421
1998,YT,100.1 - 1 000 ha,4104.21,10,0.27517886626307103
1998,YT,1000 - 10 000 ha,63753.81,17,0.4678040726472207
1998,YT,Up to 0.1 ha,2.63,77,2.1188772702256466
1999,YT,0.11 - 1.0 ha,18.35,37,1.0181618051733627
1999,YT,1.1 - 10 ha,71.9,21,0.5778756191524491
1999,YT,10 000 - 100 000 ha,105167.37,5,0.13758943313153552
1999,YT,10.1 - 100 ha,369.53,13,0.3577325261419923
1999,YT,100.1 - 1 000 ha,7152.54,15,0.41276829939460646
1999,YT,1000 - 10 000 ha,82035.39,21,0.5778756191524491
1999,YT,Up to 0.1 ha,1.4,47,1.2933406714364337
2000,YT,0.11 - 1.0 ha,2.95,7,0.1926252063841497
2000,YT,1.1 - 10 ha,50.0,11,0.3026967528893781
2000,YT,10.1 - 100 ha,112.5,2,0.0550357732526142
2000,YT,100.1 - 1 000 ha,2181.33,6,0.1651073197578426
2000,YT,1000 - 10 000 ha,5668.15,1,0.0275178866263071
2000,YT,Up to 0.1 ha,0.93,28,0.7705008255365988
2001,YT,0.11 - 1.0 ha,11.0,19,0.5228398458998349
2001,YT,1.1 - 10 ha,75.54,14,0.3852504127682994
2001,YT,10 000 - 100 000 ha,14498.83,1,0.0275178866263071
2001,YT,10.1 - 100 ha,344.41,10,0.27517886626307103
2001,YT,100.1 - 1 000 ha,800.25,2,0.0550357732526142
2001,YT,1000 - 10 000 ha,1603.08,1,0.0275178866263071
2001,YT,Up to 0.1 ha,1.37,21,0.5778756191524491
2002,YT,0.11 - 1.0 ha,9.47,20,0.5503577325261421
2002,YT,1.1 - 10 ha,29.1,9,0.24766097963676387
2002,YT,10 000 - 100 000 ha,16510.39,1,0.0275178866263071
2002,YT,10.1 - 100 ha,111.2,5,0.13758943313153552
2002,YT,100.1 - 1 000 ha,1494.21,3,0.0825536598789213
2002,YT,1000 - 10 000 ha,18048.79,3,0.0825536598789213
2002,YT,Up to 0.1 ha,0.95,28,0.7705008255365988
2003,YT,0.11 - 1.0 ha,6.7,13,0.3577325261419923
2003,YT,1.1 - 10 ha,16.5,3,0.0825536598789213
2003,YT,10.1 - 100 ha,455.0,9,0.24766097963676387
2003,YT,100.1 - 1 000 ha,3468.0,8,0.2201430930104568
2003,YT,1000 - 10 000 ha,44838.0,10,0.27517886626307103
2003,YT,Up to 0.1 ha,1.13,34,0.9356081452944414
2004,YT,0.11 - 1.0 ha,16.35,32,0.8805723720418271
2004,YT,1.1 - 10 ha,69.53,16,0.4402861860209136
2004,YT,10 000 - 100 000 ha,992789.0,46,1.2658227848101267
2004,YT,10.1 - 100 ha,1221.3,28,0.7705008255365988
2004,YT,100.1 - 1 000 ha,12424.0,30,0.8255365987892129
2004,YT,1000 - 10 000 ha,296338.34,66,1.8161805173362684
2004,YT,Over 100 000,416803.0,3,0.0825536598789213
2004,YT,Up to 0.1 ha,2.57,61,1.6785910842047331
2005,YT,0.11 - 1.0 ha,7.4,11,0.3026967528893781
2005,YT,1.1 - 10 ha,30.1,9,0.24766097963676387
2005,YT,10 000 - 100 000 ha,152100.0,4,0.1100715465052284
2005,YT,10.1 - 100 ha,303.0,6,0.1651073197578426
2005,YT,100.1 - 1 000 ha,1390.0,2,0.0550357732526142
2005,YT,1000 - 10 000 ha,33606.0,7,0.1926252063841497
2005,YT,Up to 0.1 ha,1.84,44,1.2107870115575123
2006,YT,0.11 - 1.0 ha,9.7,17,0.4678040726472207
2006,YT,1.1 - 10 ha,40.3,8,0.2201430930104568
2006,YT,10 000 - 100 000 ha,48993.0,3,0.0825536598789213
2006,YT,10.1 - 100 ha,344.1,8,0.2201430930104568
2006,YT,100.1 - 1 000 ha,3737.0,7,0.1926252063841497
2006,YT,1000 - 10 000 ha,41908.0,8,0.2201430930104568
2006,YT,Up to 0.1 ha,1.24,29,0.7980187121629059
2007,YT,0.11 - 1.0 ha,12.6,27,0.7429829389102918
2007,YT,1.1 - 10 ha,98.05,20,0.5503577325261421
2007,YT,10 000 - 100 000 ha,13970.0,1,0.0275178866263071
2007,YT,10.1 - 100 ha,835.8,17,0.4678040726472207
2007,YT,100.1 - 1 000 ha,5146.0,15,0.41276829939460646
2007,YT,1000 - 10 000 ha,17644.0,6,0.1651073197578426
2007,YT,Up to 0.1 ha,1.31,24,0.6604292790313704
2008,YT,0.11 - 1.0 ha,5.02,10,0.27517886626307103
2008,YT,1.1 - 10 ha,39.8,12,0.3302146395156852
2008,YT,10.1 - 100 ha,629.0,13,0.3577325261419923
2008,YT,100.1 - 1 000 ha,3065.0,10,0.27517886626307103
2008,YT,1000 - 10 000 ha,9328.0,5,0.13758943313153552
2008,YT,Up to 0.1 ha,1.06,26,0.7154650522839846
2009,YT,0.11 - 1.0 ha,7.95,18,0.49532195927352773
2009,YT,1.1 - 10 ha,55.3,10,0.27517886626307103
2009,YT,10 000 - 100 000 ha,182163.4,6,0.1651073197578426
2009,YT,10.1 - 100 ha,722.4,15,0.41276829939460646
2009,YT,100.1 - 1 000 ha,7881.4,20,0.5503577325261421
2009,YT,1000 - 10 000 ha,39680.3,10,0.27517886626307103
2009,YT,Up to 0.1 ha,1.6,39,1.0731975784259769
2010,YT,0.11 - 1.0 ha,8.1,15,0.41276829939460646
2010,YT,1.1 - 10 ha,40.5,8,0.2201430930104568
2010,YT,10 000 - 100 000 ha,98745.0,5,0.13758943313153552
2010,YT,10.1 - 100 ha,229.3,6,0.1651073197578426
2010,YT,100.1 - 1 000 ha,3535.0,11,0.3026967528893781
2010,YT,1000 - 10 000 ha,44404.0,9,0.24766097963676387
2010,YT,Up to 0.1 ha,1.27,34,0.9356081452944414
2011,YT,0.11 - 1.0 ha,5.15,10,0.27517886626307103
2011,YT,1.1 - 10 ha,38.5,8,0.2201430930104568
2011,YT,10 000 - 100 000 ha,13433.0,1,0.0275178866263071
2011,YT,10.1 - 100 ha,211.0,5,0.13758943313153552
2011,YT,100.1 - 1 000 ha,1538.0,6,0.1651073197578426
2011,YT,1000 - 10 000 ha,25238.0,9,0.24766097963676387
2011,YT,Up to 0.1 ha,0.68,17,0.4678040726472207
2012,YT,0.11 - 1.0 ha,10.18,23,0.6329113924050633
2012,YT,1.1 - 10 ha,81.65,16,0.4402861860209136
2012,YT,10.1 - 100 ha,781.52,16,0.4402861860209136
2012,YT,100.1 - 1 000 ha,10007.66,27,0.7429829389102918
2012,YT,1000 - 10 000 ha,47398.14,17,0.4678040726472207
2012,YT,Up to 0.1 ha,1.05,27,0.7429829389102918
2013,YT,0.11 - 1.0 ha,14.91,24,0.6604292790313704
2013,YT,1.1 - 10 ha,210.88,47,1.2933406714364337
2013,YT,10 000 - 100 000 ha,144526.0,5,0.13758943313153552
2013,YT,10.1 - 100 ha,1028.2,26,0.7154650522839846
2013,YT,100.1 - 1 000 ha,11988.0,26,0.7154650522839846
2013,YT,1000 - 10 000 ha,40544.03,13,0.3577325261419923
2013,YT,Up to 0.1 ha,1.77,36,0.9906439185470555
2014,YT,0.11 - 1.0 ha,1.87,5,0.13758943313153552
2014,YT,1.1 - 10 ha,5.245,1,0.0275178866263071
2014,YT,10.1 - 100 ha,140.504,4,0.1100715465052284
2014,YT,100.1 - 1 000 ha,1082.532,4,0.1100715465052284
2014,YT,1000 - 10 000 ha,1929.443,1,0.0275178866263071
2014,YT,Up to 0.1 ha,1.0,19,0.5228398458998349
2015,YT,0.11 - 1.0 ha,14.14,26,0.7154650522839846
2015,YT,1.1 - 10 ha,161.5,36,0.9906439185470555
2015,YT,10 000 - 100 000 ha,81635.0,2,0.0550357732526142
2015,YT,10.1 - 100 ha,950.35,22,0.6053935057787562
2015,YT,100.1 - 1 000 ha,12928.9,28,0.7705008255365988
2015,YT,1000 - 10 000 ha,74150.0,20,0.5503577325261421
2015,YT,Up to 0.1 ha,1.72,51,1.403412217941662
2016,YT,0.11 - 1.0 ha,3.5,10,0.27517886626307103
2016,YT,1.1 - 10 ha,49.15,9,0.24766097963676387
2016,YT,10 000 - 100 000 ha,13350.0,1,0.0275178866263071
2016,YT,10.1 - 100 ha,75.0,2,0.0550357732526142
2016,YT,100.1 - 1 000 ha,392.0,2,0.0550357732526142
2016,YT,1000 - 10 000 ha,7667.0,2,0.0550357732526142
2016,YT,Up to 0.1 ha,0.75,27,0.7429829389102918
2017,YT,0.11 - 1.0 ha,8.51,15,0.41276829939460646
2017,YT,1.1 - 10 ha,57.94,16,0.4402861860209136
2017,YT,10 000 - 100 000 ha,301558.63,9,0.24766097963676387
2017,YT,10.1 - 100 ha,454.33,10,0.27517886626307103
2017,YT,100.1 - 1 000 ha,6543.76,16,0.4402861860209136
2017,YT,1000 - 10 000 ha,90656.32,25,0.6879471656576774
2017,YT,Up to 0.1 ha,0.66,24,0.6604292790313704
2018,YT,0.11 - 1.0 ha,5.35,8,0.2201430930104568
2018,YT,1.1 - 10 ha,18.5,4,0.1100715465052284
2018,YT,10 000 - 100 000 ha,27481.0,1,0.0275178866263071
2018,YT,10.1 - 100 ha,68.0,3,0.0825536598789213
2018,YT,100.1 - 1 000 ha,4856.0,9,0.24766097963676387
2018,YT,1000 - 10 000 ha,48156.0,11,0.3026967528893781
2018,YT,Up to 0.1 ha,0.64,15,0.41276829939460646
2019,YT,0.11 - 1.0 ha,6.56,15,0.41276829939460646
2019,YT,1.1 - 10 ha,65.81,17,0.4678040726472207
2019,YT,10 000 - 100 000 ha,63573.0,4,0.1100715465052284
2019,YT,10.1 - 100 ha,765.0,12,0.3302146395156852
2019,YT,100.1 - 1 000 ha,7390.0,17,0.4678040726472207
2019,YT,1000 - 10 000 ha,73055.0,20,0.5503577325261421
2019,YT,Over 100 000,111180.0,1,0.0275178866263071
2019,YT,Up to 0.1 ha,1.25,31,0.8530544854155201
